INFO:root:Start parsing https://www.linealight.com/en-gb/professional-indoor-lighting
INFO:root:Save the element  83660U12
INFO:root:Save the element  83661U12
INFO:root:Save the element  83662U12
INFO:root:Save the element  83663U12
INFO:root:Save the element  97853W00
INFO:root:Save the element  97850W00
INFO:root:Save the element  97851W00
INFO:root:Save the element  97852W00
INFO:root:Save the element  97850N00
INFO:root:Save the element  97851N00
INFO:root:Save the element  97856W00
INFO:root:Save the element  97854W00
INFO:root:Save the element  97855W00
INFO:root:Save the element  97857W00
INFO:root:Save the element  97854N00
INFO:root:Save the element  97855N00
INFO:root:Save the element  96477W00
INFO:root:Save the element  96478W00
INFO:root:Save the element  96477N00
INFO:root:Save the element  97344W00
INFO:root:Save the element  97343W00
INFO:root:Save the element  97343N00
INFO:root:Save the element  96494W00
INFO:root:Save the element  96495W00
INFO:root:Save the element  96494N00
INFO:root:Save the element  95736W00
INFO:root:Save the element  95729W00
INFO:root:Save the element  95729N00
INFO:root:Save the element  96423W00
INFO:root:Save the element  96415W00
INFO:root:Save the element  96423N00
INFO:root:Save the element  96596W00
INFO:root:Save the element  96598W00
INFO:root:Save the element  96596N00
INFO:root:Save the element  96475W00
INFO:root:Save the element  96476W00
INFO:root:Save the element  96475N00
INFO:root:Save the element  97342W00
INFO:root:Save the element  97341W00
INFO:root:Save the element  97341N00
INFO:root:Save the element  96493W00
INFO:root:Save the element  96462W00
INFO:root:Save the element  96462N00
INFO:root:Save the element  95726W00
INFO:root:Save the element  95049W00
INFO:root:Save the element  95049N00
INFO:root:Save the element  95724W00
INFO:root:Save the element  95727W00
INFO:root:Save the element  95724N00
INFO:root:Save the element  96547W00
INFO:root:Save the element  96548W00
INFO:root:Save the element  96547N00
INFO:root:Save the element  96421W00
INFO:root:Save the element  96413W00
INFO:root:Save the element  96421N00
INFO:root:Save the element  96422W00
INFO:root:Save the element  96414W00
INFO:root:Save the element  96422N00
INFO:root:Save the element  96461W00
INFO:root:Save the element  96726W00
INFO:root:Save the element  96461N00
INFO:root:Save the element  96595W00
INFO:root:Save the element  96593W00
INFO:root:Save the element  96593N00
INFO:root:Save the element  96516W00
INFO:root:Save the element  96518W00
INFO:root:Save the element  96516N00
INFO:root:Save the element  96517W00
INFO:root:Save the element  96563W00
INFO:root:Save the element  96517N00
INFO:root:Save the element  95725W00
INFO:root:Save the element  95728W00
INFO:root:Save the element  95725N00
INFO:root:Save the element  96611W00
INFO:root:Save the element  96594W00
INFO:root:Save the element  96594N00
INFO:root:Save the element  96417W00
INFO:root:Save the element  96425W00
INFO:root:Save the element  96417N00
INFO:root:Save the element  96426W00
INFO:root:Save the element  96418W00
INFO:root:Save the element  96418N00
INFO:root:Save the element  96514W00
INFO:root:Save the element  96515W00
INFO:root:Save the element  96514N00
INFO:root:Save the element  95739W00
INFO:root:Save the element  95741W00
INFO:root:Save the element  95739N00
INFO:root:Save the element  95740W00
INFO:root:Save the element  95742W00
INFO:root:Save the element  95740N00
INFO:root:Save the element  96513W00
INFO:root:Save the element  96512W00
INFO:root:Save the element  96512N00
INFO:root:Save the element  83666U12
INFO:root:Save the element  83667U12
INFO:root:Save the element  96537W00
INFO:root:Save the element  96538W00
INFO:root:Save the element  96537N00
INFO:root:Save the element  97352W00
INFO:root:Save the element  97351W00
INFO:root:Save the element  97351N00
INFO:root:Save the element  96535W00
INFO:root:Save the element  96536W00
INFO:root:Save the element  96535N00
INFO:root:Save the element  97350W00
INFO:root:Save the element  97349W00
INFO:root:Save the element  97349N00
INFO:root:Save the element  96490W00
INFO:root:Save the element  96491W00
INFO:root:Save the element  96490N00
INFO:root:Save the element  97348W00
INFO:root:Save the element  97347W00
INFO:root:Save the element  97347N00
INFO:root:Save the element  96502W00
INFO:root:Save the element  96481W00
INFO:root:Save the element  96502N00
INFO:root:Save the element  96473W00
INFO:root:Save the element  96474W00
INFO:root:Save the element  96473N00
INFO:root:Save the element  96572W00
INFO:root:Save the element  96574W00
INFO:root:Save the element  96572N00
INFO:root:Save the element  96479W00
INFO:root:Save the element  96480W00
INFO:root:Save the element  96479N00
INFO:root:Save the element  97346W00
INFO:root:Save the element  97345W00
INFO:root:Save the element  97345N00
INFO:root:Save the element  96500W00
INFO:root:Save the element  96501W00
INFO:root:Save the element  96500N00
INFO:root:Save the element  96472W00
INFO:root:Save the element  96471W00
INFO:root:Save the element  96471N00
INFO:root:Save the element  96357W00
INFO:root:Save the element  96466W00
INFO:root:Save the element  96357N00
INFO:root:Save the element  96568W00
INFO:root:Save the element  96570W00
INFO:root:Save the element  96568N00
INFO:root:Save the element  96569W00
INFO:root:Save the element  96571W00
INFO:root:Save the element  96569N00
INFO:root:Save the element  83664U12
INFO:root:Save the element  83665U12
INFO:root:Save the element  83668U12
INFO:root:Save the element  83669U12
INFO:root:Save the element  64508M15
INFO:root:Save the element  64507M15
INFO:root:Save the element  64508M30
INFO:root:Save the element  64508M45
INFO:root:Save the element  64507M30
INFO:root:Save the element  64507M45
INFO:root:Save the element  64508W15
INFO:root:Save the element  64507W15
INFO:root:Save the element  64508W30
INFO:root:Save the element  64508W45
INFO:root:Save the element  64507W30
INFO:root:Save the element  64507W45
INFO:root:Save the element  64508N15
INFO:root:Save the element  64507N15
INFO:root:Save the element  64508N30
INFO:root:Save the element  64508N45
INFO:root:Save the element  64507N30
INFO:root:Save the element  64507N45
INFO:root:Save the element  64526M15
INFO:root:Save the element  64527M15
INFO:root:Save the element  64526M30
INFO:root:Save the element  64526M45
INFO:root:Save the element  64527M30
INFO:root:Save the element  64527M45
INFO:root:Save the element  64526W15
INFO:root:Save the element  64527W15
INFO:root:Save the element  64526W30
INFO:root:Save the element  64526W45
INFO:root:Save the element  64527W30
INFO:root:Save the element  64527W45
INFO:root:Save the element  64526N15
INFO:root:Save the element  64527N15
INFO:root:Save the element  64526N30
INFO:root:Save the element  64526N45
INFO:root:Save the element  64527N30
INFO:root:Save the element  64527N45
INFO:root:Save the element  64540M15
INFO:root:Save the element  64541M15
INFO:root:Save the element  64540M30
INFO:root:Save the element  64540M45
INFO:root:Save the element  64541M30
INFO:root:Save the element  64541M45
INFO:root:Save the element  64540W15
INFO:root:Save the element  64541W15
INFO:root:Save the element  64540W30
INFO:root:Save the element  64540W45
INFO:root:Save the element  64541W30
INFO:root:Save the element  64541W45
INFO:root:Save the element  64540N15
INFO:root:Save the element  64541N15
INFO:root:Save the element  64540N30
INFO:root:Save the element  64540N45
INFO:root:Save the element  64541N30
INFO:root:Save the element  64541N45
INFO:root:Save the element  64542M15
INFO:root:Save the element  64543M15
INFO:root:Save the element  64542M30
INFO:root:Save the element  64542M45
INFO:root:Save the element  64543M30
INFO:root:Save the element  64543M45
INFO:root:Save the element  64542W15
INFO:root:Save the element  64543W15
INFO:root:Save the element  64542W30
INFO:root:Save the element  64542W45
INFO:root:Save the element  64543W30
INFO:root:Save the element  64543W45
INFO:root:Save the element  64542N15
INFO:root:Save the element  64543N15
INFO:root:Save the element  64542N30
INFO:root:Save the element  64542N45
INFO:root:Save the element  64543N30
INFO:root:Save the element  64543N45
INFO:root:Save the element  64509M15
INFO:root:Save the element  64510M15
INFO:root:Save the element  64509M30
INFO:root:Save the element  64509M45
INFO:root:Save the element  64510M30
INFO:root:Save the element  64510M45
INFO:root:Save the element  64509W15
INFO:root:Save the element  64510W15
INFO:root:Save the element  64509W30
INFO:root:Save the element  64509W45
INFO:root:Save the element  64510W30
INFO:root:Save the element  64510W45
INFO:root:Save the element  64509N15
INFO:root:Save the element  64510N15
INFO:root:Save the element  64509N30
INFO:root:Save the element  64509N45
INFO:root:Save the element  64510N30
INFO:root:Save the element  64510N45
INFO:root:Save the element  64545M15
INFO:root:Save the element  64544M15
INFO:root:Save the element  64545M30
INFO:root:Save the element  64545M45
INFO:root:Save the element  64544M30
INFO:root:Save the element  64544M45
INFO:root:Save the element  64545W15
INFO:root:Save the element  64544W15
INFO:root:Save the element  64545W30
INFO:root:Save the element  64545W45
INFO:root:Save the element  64544W30
INFO:root:Save the element  64544W45
INFO:root:Save the element  64545N15
INFO:root:Save the element  64544N15
INFO:root:Save the element  64545N30
INFO:root:Save the element  64545N45
INFO:root:Save the element  64544N30
INFO:root:Save the element  64544N45
INFO:root:Save the element  65191M15
INFO:root:Save the element  65190M15
INFO:root:Save the element  65191M30
INFO:root:Save the element  65191M45
INFO:root:Save the element  65190M30
INFO:root:Save the element  65190M45
INFO:root:Save the element  65191W15
INFO:root:Save the element  65190W15
INFO:root:Save the element  65191W30
INFO:root:Save the element  65191W45
INFO:root:Save the element  65190W30
INFO:root:Save the element  65190W45
INFO:root:Save the element  65191N15
INFO:root:Save the element  65190N15
INFO:root:Save the element  65191N30
INFO:root:Save the element  65191N45
INFO:root:Save the element  65190N30
INFO:root:Save the element  65190N45
INFO:root:Save the element  65193M15
INFO:root:Save the element  65192M15
INFO:root:Save the element  65193M30
INFO:root:Save the element  65193M45
INFO:root:Save the element  65192M30
INFO:root:Save the element  65192M45
INFO:root:Save the element  65193W15
INFO:root:Save the element  65192W15
INFO:root:Save the element  65193W30
INFO:root:Save the element  65193W45
INFO:root:Save the element  65192W30
INFO:root:Save the element  65192W45
INFO:root:Save the element  65193N15
INFO:root:Save the element  65192N15
INFO:root:Save the element  65193N30
INFO:root:Save the element  65193N45
INFO:root:Save the element  65192N30
INFO:root:Save the element  65192N45
